logname,AI,shoot,True,deleted,get,"get, horse","get, shield","get, coin_v_1","Name, get, horse","Name, get, shield","Name, get, coin_v_1","gen, horse","gen, shield",Remake,"Name, shoot","shoot, Name","Name, shoot, Name","Name, get",LevelTime
2022-03-08-13-38-08.log,10,49,2,0,14,0,1,12,0,0,0,0,1,0,0,0,0,0,12
2022-03-08-13-38-21.log,9,28,1,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-13-38-31.log,12,62,4,0,15,0,0,14,0,0,0,3,0,0,0,0,0,0,16
2022-03-08-13-38-47.log,10,45,2,0,12,0,1,10,0,0,0,0,1,0,0,0,0,0,12
2022-03-08-13-39-01.log,13,98,5,0,29,2,2,24,0,0,0,2,2,0,0,0,0,0,31
2022-03-08-13-39-32.log,9,52,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,16
2022-03-08-13-39-49.log,9,35,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-13-39-59.log,10,69,2,0,11,0,1,9,0,0,0,0,1,0,0,0,0,0,21
2022-03-08-13-40-20.log,9,39,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-13-40-30.log,10,59,2,0,17,0,1,15,0,0,0,0,1,0,0,0,0,0,17
2022-03-08-13-40-48.log,9,27,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-13-40-57.log,10,63,2,0,16,0,0,15,0,0,0,1,0,0,0,0,0,0,16
2022-03-08-13-41-13.log,12,89,4,0,18,2,1,14,0,0,0,2,1,0,0,0,0,0,19
2022-03-08-13-41-34.log,11,70,3,0,13,0,2,10,0,0,0,0,2,0,0,0,0,0,15
2022-03-08-13-41-50.log,11,55,3,0,12,0,1,10,0,0,0,0,2,0,0,0,0,0,12
2022-03-08-13-42-03.log,11,81,3,0,17,2,0,14,0,0,0,2,0,0,0,0,0,0,22
2022-03-08-13-42-26.log,9,37,1,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-13-42-39.log,9,49,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-13-42-49.log,11,74,3,0,16,1,0,14,0,0,0,1,1,0,0,0,0,0,18
2022-03-08-13-43-09.log,14,114,6,0,22,5,1,15,0,0,0,4,1,0,0,0,0,0,30
2022-03-08-13-43-40.log,11,55,3,0,8,0,0,7,0,0,0,0,2,0,0,0,0,0,10
2022-03-08-13-43-51.log,9,29,1,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-13-43-59.log,14,89,6,0,21,4,1,15,0,0,0,4,1,0,0,0,0,0,26
2022-03-08-13-44-26.log,9,32,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-13-44-34.log,9,56,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-13-44-47.log,13,88,5,0,17,1,1,14,0,0,0,2,2,0,0,0,0,0,18
2022-03-08-13-45-06.log,9,36,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,11
2022-03-08-13-45-18.log,9,27,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-13-45-26.log,13,101,5,0,17,2,2,12,0,0,0,2,2,0,0,0,0,0,22
2022-03-08-13-45-49.log,10,58,2,0,14,0,1,12,0,0,0,0,1,0,0,0,0,0,13
2022-03-08-13-46-03.log,10,45,2,0,11,1,0,9,0,0,0,1,0,0,0,0,0,0,14
2022-03-08-13-46-18.log,10,64,2,0,11,0,0,10,0,0,0,0,1,0,0,0,0,0,18
2022-03-08-13-46-37.log,10,59,2,0,15,0,1,13,0,0,0,0,1,0,0,0,0,0,20
2022-03-08-13-46-58.log,10,56,2,0,14,1,0,12,0,0,0,1,0,0,0,0,0,0,19
2022-03-08-13-47-18.log,12,85,4,0,21,1,3,16,0,0,0,1,2,0,0,0,0,0,18
2022-03-08-13-47-37.log,10,49,2,0,11,0,1,9,0,0,0,0,1,0,0,0,0,0,11
2022-03-08-13-47-49.log,9,32,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-13-48-01.log,9,42,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,14
2022-03-08-13-48-15.log,11,79,3,0,18,2,0,15,0,0,0,2,0,0,0,0,0,0,20
2022-03-08-13-48-37.log,11,67,3,0,14,2,0,11,0,0,0,2,0,0,0,0,0,0,14
2022-03-08-13-48-51.log,9,29,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-13-48-59.log,10,68,2,0,10,1,0,8,0,0,0,1,0,0,0,0,0,0,19
2022-03-08-13-49-19.log,11,61,3,0,11,2,0,8,0,0,0,2,0,0,0,0,0,0,15
2022-03-08-13-49-35.log,9,55,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,17
2022-03-08-13-49-53.log,10,64,2,0,18,0,1,16,0,0,0,0,1,0,0,0,0,0,19
2022-03-08-13-50-14.log,12,77,4,0,16,1,0,14,0,0,0,2,1,0,0,0,0,0,18
2022-03-08-13-50-33.log,9,39,1,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-13-50-43.log,10,42,2,0,14,0,1,12,0,0,0,0,1,0,0,0,0,0,8
2022-03-08-13-50-53.log,9,26,1,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-13-51-00.log,9,38,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-13-51-12.log,11,82,3,0,14,1,0,12,0,0,0,1,1,0,0,0,0,0,19
2022-03-08-13-51-32.log,10,57,2,0,13,0,1,11,0,0,0,0,1,0,0,0,0,0,15
2022-03-08-13-51-48.log,9,25,1,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-13-51-56.log,11,69,3,0,19,1,0,17,0,0,0,1,1,0,0,0,0,0,17
2022-03-08-13-52-14.log,10,49,2,0,12,1,0,10,0,0,0,1,0,0,0,0,0,0,12
2022-03-08-13-52-27.log,13,95,5,0,22,2,1,18,0,0,0,2,2,0,0,0,0,0,27
2022-03-08-13-52-55.log,9,27,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-13-53-04.log,10,59,2,0,13,0,1,11,0,0,0,0,1,0,0,0,0,0,18
2022-03-08-13-53-23.log,13,98,5,0,16,3,1,11,0,0,0,3,1,0,0,0,0,0,22
2022-03-08-13-53-46.log,9,43,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-13-53-59.log,11,69,3,0,16,1,1,13,0,0,0,1,1,0,0,0,0,0,16
2022-03-08-13-54-17.log,12,78,4,0,14,1,2,10,0,0,0,1,2,0,0,0,0,0,20
2022-03-08-13-54-38.log,9,49,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-13-54-51.log,10,67,2,0,11,0,1,9,0,0,0,0,1,0,0,0,0,0,18
2022-03-08-13-55-10.log,9,28,1,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-13-55-20.log,9,45,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-13-55-29.log,15,138,7,0,24,2,4,17,0,0,0,2,4,0,0,0,0,0,39
2022-03-08-13-56-09.log,10,61,2,0,14,0,1,12,0,0,0,0,1,0,0,0,0,0,16
2022-03-08-13-56-27.log,10,65,2,0,11,1,0,9,0,0,0,1,0,0,0,0,0,0,16
2022-03-08-13-56-44.log,9,35,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-13-56-53.log,9,31,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-13-57-02.log,10,60,2,0,13,1,0,11,0,0,0,1,0,0,0,0,0,0,11
2022-03-08-13-57-14.log,11,77,3,0,13,1,0,11,0,0,0,2,0,0,0,0,0,0,21
2022-03-08-13-57-37.log,9,49,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,13
2022-03-08-13-57-51.log,11,82,3,0,17,1,0,15,0,0,0,2,0,0,0,0,0,0,23
2022-03-08-13-58-15.log,9,34,1,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-13-58-24.log,13,93,5,0,14,2,0,11,0,0,0,2,2,0,0,0,0,0,23
2022-03-08-13-58-48.log,11,57,3,0,16,0,2,13,0,0,0,0,2,0,0,0,0,0,16
2022-03-08-13-59-05.log,10,55,2,0,12,1,0,10,0,0,0,1,0,0,0,0,0,0,13
2022-03-08-13-59-18.log,9,44,1,0,18,0,0,17,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-13-59-32.log,12,61,4,0,20,2,1,16,0,0,0,2,1,0,0,0,0,0,23
2022-03-08-13-59-55.log,10,49,2,0,13,0,1,11,0,0,0,0,1,0,0,0,0,0,14
2022-03-08-14-00-11.log,9,34,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,14
2022-03-08-14-00-26.log,14,109,6,0,24,0,5,18,0,0,0,0,5,0,0,0,0,0,30
2022-03-08-14-00-57.log,9,41,1,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,13
2022-03-08-14-01-11.log,11,68,3,0,14,1,1,11,0,0,0,1,1,0,0,0,0,0,17
2022-03-08-14-01-28.log,10,63,2,0,13,1,0,11,0,0,0,1,0,0,0,0,0,0,15
2022-03-08-14-01-44.log,9,37,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,11
2022-03-08-14-01-57.log,10,45,2,0,14,0,1,12,0,0,0,0,1,0,0,0,0,0,11
2022-03-08-14-02-08.log,9,54,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,15
2022-03-08-14-02-24.log,10,50,2,0,13,0,0,12,0,0,0,1,0,0,0,0,0,0,17
2022-03-08-14-02-43.log,16,147,8,0,21,4,2,14,0,0,0,4,3,0,0,0,0,0,36
2022-03-08-14-03-20.log,10,57,2,0,12,1,0,10,0,0,0,1,0,0,0,0,0,0,17
2022-03-08-14-03-39.log,10,54,2,0,18,1,0,16,0,0,0,1,0,0,0,0,0,0,16
2022-03-08-14-03-55.log,9,46,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-04-06.log,9,37,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-14-04-16.log,11,65,3,0,11,1,0,9,0,0,0,2,0,0,0,0,0,0,15
2022-03-08-14-04-31.log,11,66,3,0,21,0,2,18,0,0,0,0,2,0,0,0,0,0,19
2022-03-08-14-04-51.log,9,30,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-05-01.log,13,88,5,0,22,1,2,18,0,0,0,2,2,0,0,0,0,0,19
2022-03-08-14-05-22.log,10,62,2,0,13,0,1,11,0,0,0,0,1,0,0,0,0,0,18
2022-03-08-14-05-41.log,9,51,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,11
2022-03-08-14-05-52.log,9,37,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-06-03.log,10,74,2,0,13,1,0,11,0,0,0,1,0,0,0,0,0,0,17
2022-03-08-14-06-20.log,10,55,2,0,13,1,0,11,0,0,0,1,0,0,0,0,0,0,15
2022-03-08-14-06-36.log,11,72,3,0,16,1,1,13,0,0,0,1,1,0,0,0,0,0,23
2022-03-08-14-07-01.log,11,66,3,0,20,0,1,18,0,0,0,0,2,0,0,0,0,0,18
2022-03-08-14-07-20.log,12,82,4,0,18,2,0,15,0,0,0,3,0,0,0,0,0,0,24
2022-03-08-14-07-44.log,9,25,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-07-53.log,11,77,3,0,19,2,0,16,0,0,0,2,0,0,0,0,0,0,23
2022-03-08-14-08-17.log,12,74,4,0,16,1,0,14,0,0,0,1,2,0,0,0,0,0,15
2022-03-08-14-08-33.log,9,21,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-08-40.log,9,25,1,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-14-08-50.log,10,56,2,0,12,0,1,10,0,0,0,0,1,0,0,0,0,0,12
2022-03-08-14-09-03.log,10,49,2,0,16,0,1,14,0,0,0,0,1,0,0,0,0,0,14
2022-03-08-14-09-18.log,12,84,4,0,16,0,1,14,0,0,0,1,2,0,0,0,0,0,25
2022-03-08-14-09-43.log,9,33,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-14-09-53.log,9,51,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-10-03.log,10,60,2,0,15,1,0,13,0,0,0,1,0,0,0,0,0,0,15
2022-03-08-14-10-19.log,9,29,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-14-10-32.log,10,61,2,0,17,1,0,15,0,0,0,1,0,0,0,0,0,0,17
2022-03-08-14-10-51.log,9,31,1,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-10-59.log,10,58,2,0,11,0,0,10,0,0,0,1,0,0,0,0,0,0,16
2022-03-08-14-11-16.log,9,20,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-11-23.log,9,23,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-11-33.log,9,29,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-11-41.log,10,52,2,0,15,0,1,13,0,0,0,0,1,0,0,0,0,0,17
2022-03-08-14-11-59.log,9,32,1,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-14-12-08.log,9,30,1,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-12-16.log,9,35,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,11
2022-03-08-14-12-28.log,10,57,2,0,12,0,1,10,0,0,0,0,1,0,0,0,0,0,16
2022-03-08-14-12-45.log,10,71,2,0,13,1,0,11,0,0,0,1,0,0,0,0,0,0,15
2022-03-08-14-13-00.log,16,118,8,0,16,4,0,11,0,0,0,7,0,0,0,0,0,0,29
2022-03-08-14-13-31.log,9,36,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-13-42.log,12,105,4,0,20,1,1,17,0,0,0,2,1,0,0,0,0,0,27
2022-03-08-14-14-09.log,12,93,4,0,19,1,1,16,0,0,0,1,2,0,0,0,0,0,27
2022-03-08-14-14-38.log,10,38,2,0,11,0,1,9,0,0,0,0,1,0,0,0,0,0,12
2022-03-08-14-14-51.log,9,41,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-15-02.log,9,27,1,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-15-09.log,9,36,1,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-15-19.log,11,73,3,0,13,0,2,10,0,0,0,0,2,0,0,0,0,0,19
2022-03-08-14-15-39.log,12,98,4,0,20,2,1,16,0,0,0,2,1,0,0,0,0,0,25
2022-03-08-14-16-05.log,9,49,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,11
2022-03-08-14-16-17.log,9,27,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-16-26.log,9,29,1,0,18,0,0,17,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-16-36.log,11,83,3,0,13,1,0,11,0,0,0,2,0,0,0,0,0,0,21
2022-03-08-14-16-58.log,12,89,4,0,19,0,3,15,0,0,0,0,3,0,0,0,0,0,23
2022-03-08-14-17-22.log,9,23,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-17-29.log,10,57,2,0,10,0,1,8,0,0,0,0,1,0,0,0,0,0,13
2022-03-08-14-17-43.log,9,37,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-17-55.log,9,31,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-14-18-03.log,9,51,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,13
2022-03-08-14-18-18.log,9,33,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-18-29.log,9,33,1,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-18-40.log,12,80,4,0,18,1,2,14,0,0,0,1,2,0,0,0,0,0,27
2022-03-08-14-19-08.log,9,40,1,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-19-18.log,9,28,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-14-19-27.log,9,35,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,11
2022-03-08-14-19-39.log,9,24,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-19-48.log,10,33,2,0,12,1,0,10,0,0,0,1,0,0,0,0,0,0,9
2022-03-08-14-19-58.log,16,123,8,0,20,1,4,14,0,0,0,1,6,0,0,0,0,0,27
2022-03-08-14-20-25.log,10,67,2,0,12,0,1,10,0,0,0,0,1,0,0,0,0,0,19
2022-03-08-14-20-46.log,9,36,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-20-55.log,10,54,2,0,14,1,0,12,0,0,0,1,0,0,0,0,0,0,14
2022-03-08-14-21-10.log,9,37,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,14
2022-03-08-14-21-25.log,10,64,2,0,16,0,0,15,0,0,0,1,0,0,0,0,0,0,19
2022-03-08-14-21-45.log,12,89,4,0,16,1,1,13,0,0,0,2,1,0,0,0,0,0,22
2022-03-08-14-22-08.log,11,56,3,0,13,0,2,10,0,0,0,0,2,0,0,0,0,0,12
2022-03-08-14-22-21.log,9,44,1,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,13
2022-03-08-14-22-35.log,10,43,2,0,12,1,0,10,0,0,0,1,0,0,0,0,0,0,13
2022-03-08-14-22-49.log,10,46,2,0,15,0,1,13,0,0,0,0,1,0,0,0,0,0,13
2022-03-08-14-23-02.log,10,53,2,0,16,0,1,14,0,0,0,0,1,0,0,0,0,0,16
2022-03-08-14-23-19.log,9,32,1,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,11
2022-03-08-14-23-31.log,10,60,2,0,12,0,1,10,0,0,0,0,1,0,0,0,0,0,20
2022-03-08-14-23-52.log,9,30,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-24-02.log,13,88,5,0,22,2,2,17,0,0,0,2,2,0,0,0,0,0,23
2022-03-08-14-24-26.log,10,51,2,0,14,0,1,12,0,0,0,0,1,0,0,0,0,0,13
2022-03-08-14-24-39.log,9,42,2,0,12,0,0,11,0,0,0,0,1,0,0,0,0,0,9
2022-03-08-14-24-49.log,9,39,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-14-25-02.log,9,29,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-25-12.log,10,71,2,0,14,0,1,12,0,0,0,0,1,0,0,0,0,0,16
2022-03-08-14-25-28.log,9,49,1,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,13
2022-03-08-14-25-42.log,9,29,1,0,21,0,0,20,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-25-52.log,9,29,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-14-26-01.log,9,31,1,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-26-11.log,10,61,2,0,11,0,1,9,0,0,0,0,1,0,0,0,0,0,17
2022-03-08-14-26-29.log,9,29,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-26-38.log,9,38,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-26-48.log,10,49,2,0,12,0,1,10,0,0,0,0,1,0,0,0,0,0,13
2022-03-08-14-27-02.log,9,27,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-27-10.log,10,75,2,0,14,1,0,12,0,0,0,1,0,0,0,0,0,0,21
2022-03-08-14-27-32.log,10,49,2,0,11,0,1,9,0,0,0,0,1,0,0,0,0,0,13
2022-03-08-14-27-46.log,9,26,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-27-53.log,9,44,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-28-04.log,9,30,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-28-13.log,10,60,2,0,15,1,0,13,0,0,0,1,0,0,0,0,0,0,13
2022-03-08-14-28-26.log,11,72,3,0,15,1,0,13,0,0,0,2,0,0,0,0,0,0,14
2022-03-08-14-28-41.log,10,57,2,0,13,0,1,11,0,0,0,0,1,0,0,0,0,0,16
2022-03-08-14-28-58.log,17,155,9,0,24,5,2,16,0,0,0,6,2,0,0,0,0,0,38
2022-03-08-14-29-37.log,10,53,3,0,13,0,1,11,0,0,0,0,2,0,0,0,0,0,15
2022-03-08-14-29-53.log,11,55,3,0,18,0,2,15,0,0,0,0,2,0,0,0,0,0,10
2022-03-08-14-30-04.log,10,56,2,0,11,0,1,9,0,0,0,0,1,0,0,0,0,0,12
2022-03-08-14-30-17.log,13,94,5,0,19,2,1,15,0,0,0,2,2,0,0,0,0,0,29
2022-03-08-14-30-47.log,10,44,2,0,7,0,0,6,0,0,0,1,0,0,0,0,0,0,12
2022-03-08-14-31-01.log,10,52,2,0,15,1,0,13,0,0,0,1,0,0,0,0,0,0,12
2022-03-08-14-31-14.log,9,36,1,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-31-25.log,11,63,3,0,17,0,3,13,0,0,0,0,2,0,0,0,0,0,15
2022-03-08-14-31-40.log,9,40,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,11
2022-03-08-14-31-52.log,14,102,6,0,20,3,2,14,0,0,0,3,2,0,0,0,0,0,28
2022-03-08-14-32-22.log,9,29,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-32-31.log,9,58,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,15
2022-03-08-14-32-47.log,11,58,3,0,8,0,1,6,0,0,0,1,1,0,0,0,0,0,17
2022-03-08-14-33-05.log,9,38,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-14-33-18.log,9,33,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-33-26.log,11,81,3,0,15,1,0,13,0,0,0,2,0,0,0,0,0,0,22
2022-03-08-14-33-49.log,10,55,2,0,13,0,1,11,0,0,0,0,1,0,0,0,0,0,13
2022-03-08-14-34-04.log,10,55,2,0,11,0,0,10,0,0,0,1,0,0,0,0,0,0,16
2022-03-08-14-34-20.log,9,39,1,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-14-34-33.log,12,96,4,0,18,1,1,15,0,0,0,2,1,0,0,0,0,0,28
2022-03-08-14-35-02.log,11,65,3,0,15,1,1,12,0,0,0,1,1,0,0,0,0,0,18
2022-03-08-14-35-21.log,11,73,3,0,19,0,2,16,0,0,0,0,2,0,0,0,0,0,16
2022-03-08-14-35-39.log,10,45,2,0,13,1,0,11,0,0,0,1,0,0,0,0,0,0,14
2022-03-08-14-35-54.log,9,23,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-36-02.log,13,97,5,0,21,0,2,18,0,0,0,2,2,0,0,0,0,0,26
2022-03-08-14-36-29.log,9,26,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,7
2022-03-08-14-36-36.log,11,68,3,0,15,0,2,12,0,0,0,0,2,0,0,0,0,0,14
2022-03-08-14-36-51.log,9,31,1,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-37-02.log,9,34,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-37-12.log,11,70,3,0,17,1,1,14,0,0,0,1,1,0,0,0,0,0,20
2022-03-08-14-37-32.log,11,64,3,0,16,0,1,14,0,0,0,1,1,0,0,0,0,0,13
2022-03-08-14-37-46.log,9,54,1,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,16
2022-03-08-14-38-03.log,9,33,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-38-13.log,9,39,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-38-24.log,9,24,1,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-38-33.log,11,60,3,0,20,0,2,17,0,0,0,0,2,0,0,0,0,0,17
2022-03-08-14-38-51.log,13,91,5,0,19,0,3,15,0,0,0,1,3,0,0,0,0,0,19
2022-03-08-14-39-11.log,9,44,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-14-39-24.log,9,33,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,12
2022-03-08-14-39-37.log,10,59,2,0,15,0,1,13,0,0,0,0,1,0,0,0,0,0,22
2022-03-08-14-40-00.log,12,78,4,0,16,0,2,13,0,0,0,0,3,0,0,0,0,0,23
2022-03-08-14-40-24.log,12,84,4,0,20,3,0,16,0,0,0,3,0,0,0,0,0,0,23
2022-03-08-14-40-48.log,10,42,2,0,14,0,1,12,0,0,0,0,1,0,0,0,0,0,13
2022-03-08-14-41-02.log,9,43,1,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-41-11.log,10,61,2,0,17,0,1,15,0,0,0,0,1,0,0,0,0,0,15
2022-03-08-14-41-27.log,9,31,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-14-41-35.log,12,87,5,0,18,1,2,14,0,0,0,1,3,0,0,0,0,0,19
2022-03-08-14-41-56.log,9,33,1,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,8
2022-03-08-14-42-05.log,10,72,2,0,16,1,0,14,0,0,0,1,0,0,0,0,0,0,18
2022-03-08-14-42-25.log,12,81,4,0,19,1,1,16,0,0,0,2,1,0,0,0,0,0,20
2022-03-08-14-42-46.log,14,124,6,0,27,4,1,21,0,0,0,4,1,0,0,0,0,0,31
2022-03-08-14-43-17.log,10,56,2,0,13,0,0,12,0,0,0,1,0,0,0,0,0,0,13
2022-03-08-14-43-31.log,11,67,3,0,13,1,0,11,0,0,0,1,1,0,0,0,0,0,22
2022-03-08-14-43-54.log,9,33,1,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,9
2022-03-08-14-44-03.log,11,63,3,0,16,1,0,14,0,0,0,1,1,0,0,0,0,0,16
2022-03-08-14-44-20.log,9,37,1,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,10
2022-03-08-14-44-31.log,11,74,3,0,16,2,0,13,0,0,0,2,0,0,0,0,0,0,18
2022-03-08-14-44-50.log,11,57,3,0,14,0,0,13,0,0,0,2,0,0,0,0,0,0,10
2022-03-08-14-45-01.log,12,68,4,0,16,0,1,14,0,0,0,1,2,0,0,0,0,0,16
2022-03-08-14-45-18.log,9,21,1,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,7
